a,b,seeds,mean_a,mean_b,mean_diff,seeds_a_better,seeds_b_better,sign_p,wilcoxon_p,a_better,b_better
car_best_host,proc_on_host,98,0.939,0.469,0.469,52,2,0.0,0.0,"[900001, 900005, 900007, 900009, 900012, 900013, 900014, 900015, 900019, 900020, 900021, 900024, 900027, 900028, 900029, 900030, 900031, 900033, 900035, 900037, 900039, 900042, 900045, 900047, 900048, 900050, 900051, 900053, 900062, 900063, 900065, 900068, 900069, 900071, 900072, 900074, 900076, 900077, 900079, 900080, 900082, 900083, 900085, 900086, 900087, 900089, 900090, 900091, 900092, 900093, 900096, 900097]","[900061, 900094]"
