name,rep,seed,mesh,T,phase,cname,p_end,p_max,t_pmax,idle_since,push_frac,withdrawn,tip_retreat_max,n_events,n_unrec,lead_end,cath_slack_max,slack_max,loop,file
car_best_host,1,900076,s160821144g0,601,stuck-midpath,5:shove-fight,0.216,0.819,364,11,0.943,642.471,214.858,4,1,52.054,11.524,0.0,False,D:/neve/.claude/worktrees/rl_improv_18_p2/saved/eve_paper/neurovascular/full/mesh_ben/2026-09-09_213120_rcca_carotid_v3/checkpoints/eval_anatomies_checkpoint2289002/traj_records/20260920_234829\s900076_s160821144g0_pid574_ep3.npz
proc_on_host,1,900076,s160821144g0,601,stuck-proximal,10:proximal-thrash,0.249,0.309,110,15,0.198,15.293,13.023,2,1,-25.028,9.683,12.93,False,D:/neve/.claude/worktrees/rl_improv_18_p2/saved/eve_paper/neurovascular/full/mesh_ben/2026-07-22_010917_rcca_procedural_v3c/checkpoints/eval_anatomies_checkpoint252305/traj_records/20260921_073132\s900076_s160821144g0_pid575_ep3.npz
car_best_host,1,900077,s1097759322g0,601,doorstep-stall,5:shove-fight,0.872,0.976,258,3,0.98,904.56,87.782,5,1,-17.869,9.43,0.547,False,D:/neve/.claude/worktrees/rl_improv_18_p2/saved/eve_paper/neurovascular/full/mesh_ben/2026-09-09_213120_rcca_carotid_v3/checkpoints/eval_anatomies_checkpoint2289002/traj_records/20260920_234829\s900077_s1097759322g0_pid574_ep2.npz
car_best_host,2,900077,s1097759322g0,601,doorstep-stall,5:shove-fight,0.67,0.949,82,16,0.983,980.568,163.86,2,1,-20.782,9.496,1.079,False,D:/neve/.claude/worktrees/rl_improv_18_p2/saved/eve_paper/neurovascular/full/mesh_ben/2026-09-09_213120_rcca_carotid_v3/checkpoints/eval_anatomies_checkpoint2289002/traj_records/20260921_000417\s900077_s1097759322g0_pid574_ep2.npz
proc_on_host,1,900077,s1097759322g0,601,stuck-midpath,9:shove-cap,0.453,0.62,52,160,0.554,148.824,38.013,1,1,-2.759,9.363,0.0,False,D:/neve/.claude/worktrees/rl_improv_18_p2/saved/eve_paper/neurovascular/full/mesh_ben/2026-07-22_010917_rcca_procedural_v3c/checkpoints/eval_anatomies_checkpoint252305/traj_records/20260921_073132\s900077_s1097759322g0_pid575_ep2.npz
proc_on_host,1,900079,s1678765422g0,601,stuck-midpath,9:shove-cap,0.65,0.677,174,339,0.691,234.821,51.014,2,1,55.287,8.27,0.0,False,D:/neve/.claude/worktrees/rl_improv_18_p2/saved/eve_paper/neurovascular/full/mesh_ben/2026-07-22_010917_rcca_procedural_v3c/checkpoints/eval_anatomies_checkpoint252305/traj_records/20260921_073132\s900079_s1678765422g0_pid575_ep0.npz
proc_on_host,1,900080,s1574836522g0,601,stuck-midpath,9:shove-cap,0.539,0.552,84,32,0.669,152.116,39.995,2,1,38.37,9.47,0.0,False,D:/neve/.claude/worktrees/rl_improv_18_p2/saved/eve_paper/neurovascular/full/mesh_ben/2026-07-22_010917_rcca_procedural_v3c/checkpoints/eval_anatomies_checkpoint252305/traj_records/20260921_073132\s900080_s1574836522g0_pid617_ep5.npz
proc_on_host,1,900082,s1195408531g0,601,shove-capped,9:shove-cap,0.49,0.669,57,9,0.664,191.394,68.146,2,1,68.392,14.318,0.0,False,D:/neve/.claude/worktrees/rl_improv_18_p2/saved/eve_paper/neurovascular/full/mesh_ben/2026-07-22_010917_rcca_procedural_v3c/checkpoints/eval_anatomies_checkpoint252305/traj_records/20260921_073132\s900082_s1195408531g0_pid617_ep3.npz
proc_on_host,1,900083,s164799107g0,601,deep-recovery,5:shove-fight,0.682,0.69,529,81,0.802,208.944,45.933,1,0,27.303,8.283,0.0,False,D:/neve/.claude/worktrees/rl_improv_18_p2/saved/eve_paper/neurovascular/full/mesh_ben/2026-07-22_010917_rcca_procedural_v3c/checkpoints/eval_anatomies_checkpoint252305/traj_records/20260921_073132\s900083_s164799107g0_pid617_ep2.npz
proc_on_host,1,900085,s1272475282g0,601,stuck-midpath,9:shove-cap,0.393,0.554,47,464,0.363,124.807,42.014,1,1,22.51,9.026,0.0,False,D:/neve/.claude/worktrees/rl_improv_18_p2/saved/eve_paper/neurovascular/full/mesh_ben/2026-07-22_010917_rcca_procedural_v3c/checkpoints/eval_anatomies_checkpoint252305/traj_records/20260921_073132\s900085_s1272475282g0_pid617_ep0.npz
proc_on_host,1,900086,s2035662364g0,601,cath-led-run,10:proximal-thrash,0.165,0.187,254,114,0.033,13.432,3.024,0,0,19.174,6.215,0.0,False,D:/neve/.claude/worktrees/rl_improv_18_p2/saved/eve_paper/neurovascular/full/mesh_ben/2026-07-22_010917_rcca_procedural_v3c/checkpoints/eval_anatomies_checkpoint252305/traj_records/20260921_073132\s900086_s2035662364g0_pid657_ep5.npz
proc_on_host,1,900087,s1020378381g0,601,light-recovery,10:proximal-thrash,0.207,0.207,600,477,0.103,4.044,7.919,1,0,1.171,4.531,4.217,False,D:/neve/.claude/worktrees/rl_improv_18_p2/saved/eve_paper/neurovascular/full/mesh_ben/2026-07-22_010917_rcca_procedural_v3c/checkpoints/eval_anatomies_checkpoint252305/traj_records/20260921_073132\s900087_s1020378381g0_pid657_ep4.npz
car_best_host,1,900089,s501147810g0,601,doorstep-stall,5:shove-fight,0.237,0.965,119,269,0.948,493.168,201.659,2,1,30.608,10.511,1.422,False,D:/neve/.claude/worktrees/rl_improv_18_p2/saved/eve_paper/neurovascular/full/mesh_ben/2026-09-09_213120_rcca_carotid_v3/checkpoints/eval_anatomies_checkpoint2289002/traj_records/20260920_234829\s900089_s501147810g0_pid656_ep2.npz
proc_on_host,1,900089,s501147810g0,601,cath-led-run,10:proximal-thrash,0.165,0.191,359,4,0.04,14.814,5.039,0,0,23.649,6.059,0.0,False,D:/neve/.claude/worktrees/rl_improv_18_p2/saved/eve_paper/neurovascular/full/mesh_ben/2026-07-22_010917_rcca_procedural_v3c/checkpoints/eval_anatomies_checkpoint252305/traj_records/20260921_073132\s900089_s501147810g0_pid657_ep2.npz
car_best_host,1,900090,s1284136373g0,601,stuck-midpath,5:shove-fight,0.214,0.826,215,32,0.943,546.185,214.858,5,1,51.059,10.71,0.0,False,D:/neve/.claude/worktrees/rl_improv_18_p2/saved/eve_paper/neurovascular/full/mesh_ben/2026-09-09_213120_rcca_carotid_v3/checkpoints/eval_anatomies_checkpoint2289002/traj_records/20260920_234829\s900090_s1284136373g0_pid656_ep1.npz
car_best_host,2,900090,s1284136373g0,601,stuck-midpath,5:shove-fight,0.219,0.815,189,58,0.973,591.571,207.903,2,1,52.233,9.148,0.0,False,D:/neve/.claude/worktrees/rl_improv_18_p2/saved/eve_paper/neurovascular/full/mesh_ben/2026-09-09_213120_rcca_carotid_v3/checkpoints/eval_anatomies_checkpoint2289002/traj_records/20260921_000417\s900090_s1284136373g0_pid656_ep1.npz
proc_on_host,1,900090,s1284136373g0,601,light-recovery,7:midpath-thrash,0.37,0.37,600,8,0.188,3.646,3.027,1,0,1.553,9.885,8.851,False,D:/neve/.claude/worktrees/rl_improv_18_p2/saved/eve_paper/neurovascular/full/mesh_ben/2026-07-22_010917_rcca_procedural_v3c/checkpoints/eval_anatomies_checkpoint252305/traj_records/20260921_073132\s900090_s1284136373g0_pid657_ep1.npz
proc_on_host,1,900091,s875903860g0,601,stuck-midpath,9:shove-cap,0.631,0.654,233,342,0.534,218.684,49.996,2,1,54.05,8.505,0.0,False,D:/neve/.claude/worktrees/rl_improv_18_p2/saved/eve_paper/neurovascular/full/mesh_ben/2026-07-22_010917_rcca_procedural_v3c/checkpoints/eval_anatomies_checkpoint252305/traj_records/20260921_073132\s900091_s875903860g0_pid657_ep0.npz
