car_best_on_proc_rep1	car_best_on_proc	1	/opt/eve_training/results/eve_paper/neurovascular/full/mesh_ben/2026-09-09_213120_rcca_carotid_v3/checkpoints/checkpoint2289002.everl	/opt/eve_training/results/eve_paper/neurovascular/full/mesh_ben/2026-09-09_213120_rcca_carotid_v3/checkpoints/eval_anatomies_checkpoint2289002/traj_records/20260921_032713	57/98 = 58.2%	21:27	22:54	rc=0
proc_on_proc_rep1	proc_on_proc	1	/opt/eve_training/results/eve_paper/neurovascular/full/mesh_ben/2026-07-22_010917_rcca_procedural_v3c/checkpoints/checkpoint252305.everl	/opt/eve_training/results/eve_paper/neurovascular/full/mesh_ben/2026-07-22_010917_rcca_procedural_v3c/checkpoints/eval_anatomies_checkpoint252305/traj_records/20260921_083833	49/98 = 50.0%	02:38	04:19	rc=0
