seq	wall	pid	ep	final_branch	reason	is_clean	gsucc	ret	steps
1401	1783849921.703652	1793	35	RCCA	max_steps	1	0	-1.5339	600
1402	1783849932.423234	2277	14	RCCA	max_steps	1	0	-2.2993	600
1403	1783849938.767744	2588	5	RVA	max_steps	0	0	-2.3422	600
1404	1783849987.681530	2588	6	RCCA	success	1	1	4.9214	96
1405	1783849997.520761	2235	16	RCCA	max_steps	1	0	-2.0092	600
1406	1783850003.199643	2714	4	RCCA	max_steps	0	0	-4.2626	600
1407	1783850004.821711	2001	24	RCCA	max_steps	1	0	-0.6507	600
1408	1783850013.288811	1427	48	bridge	max_steps	0	0	-2.6858	600
1409	1783850016.287314	1218	62	RCCA	max_steps	1	0	-1.3267	600
1410	1783850056.762053	2756	3	RCCA	max_steps	1	0	-1.4489	600
1411	1783850062.801943	2714	5	RCCA	success	1	1	4.5365	121
1412	1783850069.082228	2672	5	RCCA	max_steps	1	0	-3.6321	600
1413	1783850097.714156	2714	6	RCCA	success	1	1	4.7532	70
1414	1783850103.918352	2361	21	RCCA	max_steps	1	0	-2.3355	600
1415	1783850106.112249	1751	36	RVA	max_steps	0	0	-3.9786	600
1416	1783850115.179430	236	80	RCCA	max_steps	1	0	-1.8231	600
1417	1783850131.986478	2630	4	RCCA	max_steps	1	0	-1.3811	600
1418	1783850138.053681	1751	37	RCCA	success	1	1	4.4998	69
1419	1783850160.584876	2672	6	RCCA	success	1	1	5.1886	188
1420	1783850193.736928	2672	7	RCCA	success	1	1	4.6226	67
1421	1783850197.894316	2066	15	RCCA	max_steps	1	0	-1.1206	600
1422	1783850200.522310	1793	36	bridge	max_steps	0	0	-5.7729	600
1423	1783850204.032784	236	81	RCCA	success	1	1	4.6527	110
1424	1783850236.702787	2672	8	RCCA	success	1	1	4.9179	86
1425	1783850241.414121	2534	9	RCCA	max_steps	1	0	-1.9605	600
1426	1783850258.449262	1751	38	RCCA	success	1	1	5.2045	224
1427	1783850260.701099	236	82	RCCA	success	1	1	4.6452	127
1428	1783850268.804016	2630	5	RCCA	success	1	1	5.1702	265
1429	1783850271.769880	2756	4	RCCA	success	1	1	0.8258	423
1430	1783850286.069799	2588	7	RVA	max_steps	0	0	-4.9875	600
1431	1783850297.465902	2235	17	RVA	max_steps	0	0	-6.7512	600
1432	1783850298.398512	1218	63	RCCA	max_steps	1	0	-1.9723	600
1433	1783850310.892541	2001	25	RCCA	max_steps	1	0	-1.8621	600
1434	1783850314.580913	2534	10	RCCA	success	1	1	5.0811	135
1435	1783850323.777591	1427	49	RVA	max_steps	0	0	-2.6873	600
1436	1783850572.862614	1793	37	RVA	max_steps	0	0	-9.7839	600
1437	1783850572.862614	2361	22	RVA	max_steps	0	0	-12.3017	600
1438	1783850572.862614	2277	15	RVA	max_steps	0	0	-28.1833	600
1439	1783850572.862614	2534	11	RCCA	success	1	1	4.6240	53
1440	1783850572.862614	2066	16	other	max_steps	0	0	-5.2692	600
1441	1783850572.862614	2714	7	RCCA	success	1	1	0.3670	586
1442	1783850637.859626	2066	17	RCCA	success	1	1	4.5361	72
1443	1783850677.172413	2361	23	RCCA	success	1	1	3.4338	151
1444	1783850688.450555	2939	1	RCCA	success	1	1	4.7591	116
1445	1783850700.827832	1793	38	RCCA	success	1	1	4.9727	171
1446	1783850700.980075	2897	1	RCCA	success	1	1	4.5356	141
1447	1783850720.882124	3023	1	RCCA	success	1	1	4.2165	191
1448	1783850786.171055	2277	16	RCCA	success	1	1	4.4321	335
1449	1783850835.298858	2939	2	RCCA	success	1	1	4.7923	356
1450	1783850850.968920	3233	1	RCCA	success	1	1	4.6882	426
1451	1783850888.319328	2714	8	RVA	max_steps	0	0	-3.9744	600
1452	1783850902.954080	2277	17	RCCA	success	1	1	5.0378	219
1453	1783850904.024410	3107	1	RVA	max_steps	0	0	-5.9432	600
1454	1783850905.548839	2534	12	RCCA	max_steps	1	0	-2.8332	600
1455	1783850910.794408	3191	1	RCCA	max_steps	1	0	-2.3582	600
1456	1783850920.689829	3065	1	RVA	max_steps	0	0	-9.7481	600
1457	1783850923.083229	2855	1	RVA	max_steps	0	0	-4.6515	600
1458	1783850925.348815	3149	1	RCCA	max_steps	1	0	-1.7980	600
1459	1783850942.220424	2981	1	RVA	max_steps	0	0	-10.8770	600
1460	1783850957.373435	2534	13	RCCA	success	1	1	4.5466	118
1461	1783850962.901053	3107	2	RCCA	success	1	1	4.3805	143
1462	1783850965.479443	2066	18	RVA	max_steps	0	0	-7.3124	600
1463	1783850972.774915	2897	2	RCCA	max_steps	1	0	-3.3152	600
1464	1783850983.175889	2714	9	RCCA	success	0	1	2.8363	180
1465	1783850988.118893	2361	24	RCCA	max_steps	1	0	-1.9879	600
1466	1783851000.823441	2277	18	RCCA	success	1	1	5.3012	169
1467	1783851004.562778	3023	2	RCCA	max_steps	1	0	-5.6305	600
1468	1783851035.967857	2714	10	RCCA	success	1	1	4.6860	112
1469	1783851081.635474	1793	39	other	max_steps	0	0	-17.3130	600
1470	1783851091.064689	2855	2	RCCA	success	1	1	4.8428	366
1471	1783851092.354958	3023	3	RCCA	success	1	1	5.0686	167
1472	1783851108.498376	2939	3	RCCA	max_steps	1	0	-1.7225	600
1473	1783851122.394022	2714	11	RCCA	success	1	1	5.0786	113
1474	1783851158.462734	1793	40	RCCA	success	1	1	5.2686	138
1475	1783851174.056646	3023	4	RCCA	success	1	1	4.5714	182
1476	1783851190.508105	2714	12	RCCA	success	1	1	5.0578	146
1477	1783851218.191159	3191	2	RCCA	max_steps	1	0	-1.7997	600
1478	1783851224.375121	3107	3	bridge	max_steps	0	0	-5.6538	600
1479	1783851225.550327	3149	2	trunk	vessel_end	0	0	-4.8753	600
1480	1783851237.736864	3065	2	RCCA	max_steps	1	0	-2.0354	600
1481	1783851248.332686	2981	2	other	max_steps	0	0	-12.2277	600
1482	1783851266.188464	3149	3	RCCA	success	1	1	4.3869	96
1483	1783851289.406139	3233	2	RCCA	success	1	1	6.0079	508
1484	1783851290.652066	2066	19	RCCA	max_steps	1	0	-3.5178	600
1485	1783851307.301944	2361	25	RCCA	max_steps	1	0	-2.2391	600
1486	1783851311.822014	2534	14	RCCA	max_steps	1	0	-1.1768	600
1487	1783851325.433555	2939	4	RCCA	success	1	1	5.8344	382
1488	1783851487.152150	2981	3	RCCA	success	1	1	5.0863	372
1489	1783851488.194124	2066	20	RCCA	success	1	1	5.1328	316
1490	1783851499.940499	3107	4	RCCA	max_steps	1	0	-5.8359	600
1491	1783851521.831468	3023	5	RCCA	max_steps	1	0	-1.1443	600
1492	1783851560.005822	2277	19	RCCA	max_steps	1	0	-1.8967	600
1493	1783851561.701490	3149	4	RCCA	max_steps	1	0	-2.0909	600
1494	1783851582.968547	2714	13	RCCA	max_steps	0	0	-3.2875	600
1495	1783851593.747995	2855	3	RCCA	max_steps	1	0	-1.0749	600
1496	1783851626.795434	3233	3	RCCA	max_steps	1	0	-1.0211	600
1497	1783851648.504992	2939	5	RCCA	max_steps	0	0	-3.5888	600
1498	1783851678.455206	1793	41	RCCA	max_steps	0	0	-1.9613	600
1499	1783851733.587999	2939	6	RCCA	success	1	1	3.8823	187
1500	1783851743.733130	1793	42	RCCA	success	1	1	4.6731	149
1501	1783851772.118823	2534	15	trunk	max_steps	0	0	-5.6981	600
1502	1783851789.217557	2981	4	RVA	max_steps	0	0	-6.9373	600
1503	1783851791.735833	3065	3	RCCA	max_steps	1	0	-0.9421	600
1504	1783851796.960213	2066	21	bridge	max_steps	0	0	-2.7272	600
1505	1783851810.035650	3023	6	RCCA	max_steps	1	0	-2.3647	600
1506	1783851810.087268	2939	7	RCCA	success	1	1	4.3625	150
1507	1783851814.898422	2897	3	LCCA	max_steps	0	0	-2.7779	600
1508	1783851837.301183	3065	4	RCCA	success	0	1	3.4365	90
1509	1783851856.842643	2855	4	RCCA	max_steps	0	0	-7.2827	600
1510	1783851867.285464	2277	20	bridge	max_steps	0	0	-2.7666	600
1511	1783851869.523451	3149	5	RCCA	max_steps	1	0	-9.4201	600
1512	1783851870.819306	2714	14	RCCA	max_steps	1	0	-1.3635	600
1513	1783851875.200428	2939	8	RCCA	success	1	1	5.3595	118
1514	1783851906.622343	3233	4	bridge	max_steps	0	0	-4.1610	600
1515	1783851927.430212	1793	43	RCCA	success	1	1	4.7085	325
1516	1783851984.223947	3107	5	bridge	max_steps	0	0	-2.6922	600
1517	1783851989.987898	3191	3	RCCA	max_steps	0	0	-2.3109	600
1518	1783852046.901378	2534	16	bridge	max_steps	0	0	-3.3252	600
1519	1783852091.261199	2066	22	RCCA	max_steps	0	0	-3.1789	600
1520	1783852109.866108	2981	5	RCCA	max_steps	1	0	-2.3769	600
1521	1783852137.644865	2714	15	RVA	max_steps	0	0	-5.5655	600
1522	1783852138.802144	2534	17	RCCA	success	1	1	4.7580	193
1523	1783852152.520608	3023	7	RCCA	max_steps	1	0	-2.5469	600
1524	1783852156.462066	3065	5	RCCA	success	1	1	4.0408	600
1525	1783852156.925993	2855	5	RCCA	max_steps	1	0	-1.9376	600
1526	1783852359.252396	2066	23	RVA	max_steps	0	0	-14.6670	600
1527	1783852359.252396	3191	4	RCCA	max_steps	1	0	-1.9305	600
1528	1783852359.252396	2855	6	RCCA	max_steps	1	0	-0.8127	600
1529	1783852359.252396	2897	4	RCCA	max_steps	1	0	-0.9603	600
1530	1783852359.252396	2534	18	RCCA	success	1	1	4.8537	130
1531	1783852359.252396	3233	5	bridge	max_steps	0	0	-6.6503	600
1532	1783852359.252396	2939	9	RCCA	max_steps	1	0	-0.6110	600
1533	1783852359.252396	3149	6	RCCA	max_steps	1	0	-8.8443	600
1534	1783852359.252396	3107	6	RCCA	success	1	1	3.9568	562
1535	1783852359.252396	2361	26	RCCA	max_steps	1	0	-0.9614	600
1536	1783852359.252396	2981	6	bridge	max_steps	0	0	-5.1475	600
1537	1783852359.252396	2277	21	RCCA	max_steps	1	0	-1.6469	600
1538	1783852359.252396	1793	44	RVA	max_steps	0	0	-3.3944	600
1539	1783852407.496018	1793	45	RCCA	success	1	1	4.6621	59
1540	1783852408.112087	2534	19	RCCA	success	1	1	4.4062	74
1541	1783852415.089284	2981	7	RCCA	success	1	1	4.4539	88
1542	1783852431.016521	2066	24	RCCA	success	1	1	4.4152	134
1543	1783852460.503173	3478	1	RCCA	success	1	1	5.1751	103
1544	1783852477.733384	2066	25	RCCA	success	1	1	4.4863	98
1545	1783852498.857176	3149	7	RCCA	success	1	1	2.6243	228
1546	1783852509.236308	3478	2	RCCA	success	1	1	4.9537	111
1547	1783852537.233750	3436	1	RCCA	success	1	1	0.8206	258
1548	1783852657.940227	2277	22	RCCA	max_steps	1	0	-5.8566	600
1549	1783852684.607563	2855	7	RCCA	max_steps	1	0	-2.0045	600
1550	1783852694.538388	3107	7	RCCA	max_steps	1	0	-1.6049	600
1551	1783852697.938437	2897	5	RCCA	max_steps	1	0	-1.4055	600
1552	1783852707.878922	2534	20	RCCA	max_steps	1	0	-4.2187	600
1553	1783852711.901570	3394	1	RCCA	max_steps	1	0	-1.6362	600
1554	1783852715.137570	2855	8	RCCA	success	1	1	4.5562	59
1555	1783852728.339768	3191	5	RCCA	max_steps	1	0	-1.3413	600
1556	1783852730.809296	2939	10	RCCA	max_steps	1	0	-1.4185	600
1557	1783852738.896581	3233	6	RCCA	max_steps	1	0	-0.7649	600
1558	1783852755.006496	2981	8	RCCA	max_steps	1	0	-1.2010	600
1559	1783852778.551406	2897	6	RCCA	success	1	1	4.7306	161
1560	1783852806.374832	2855	9	RCCA	success	0	1	2.4804	158
1561	1783852844.073287	3149	8	RCCA	max_steps	1	0	-7.0807	600
1562	1783852850.184498	3233	7	RCCA	success	1	1	5.3213	151
1563	1783852869.295240	2981	9	RCCA	success	1	1	4.8177	181
1564	1783852907.987816	2939	11	RCCA	success	1	1	4.4576	226
1565	1783852913.078235	2981	10	RCCA	success	1	1	4.7535	66
1566	1783852914.347943	3233	8	RCCA	success	1	1	4.9026	90
1567	1783852954.159627	1793	46	RCCA	max_steps	1	0	-0.9277	600
1568	1783852959.681745	3436	2	RCCA	max_steps	1	0	-0.9861	600
1569	1783852979.141744	2277	23	RVA	max_steps	0	0	-3.4442	600
1570	1783852987.747160	2981	11	RCCA	success	1	1	4.6362	92
1571	1783853005.904573	2066	26	RVA	max_steps	0	0	-11.4378	600
1572	1783853036.999807	3478	3	RCCA	max_steps	1	0	-1.0252	600
1573	1783853038.372094	1793	47	RCCA	success	1	1	4.0508	160
1574	1783853046.926678	3394	2	other	max_steps	0	0	-16.0449	600
1575	1783853051.048089	3149	9	RCCA	success	1	1	3.9725	383
1576	1783853073.224811	2066	27	RCCA	success	1	1	4.9288	153
1577	1783853090.209743	3478	4	RCCA	success	1	1	5.1605	105
1578	1783853090.848896	2534	21	RCCA	max_steps	1	0	-3.2470	600
1579	1783853091.642223	3191	6	RCCA	max_steps	1	0	-1.2687	600
1580	1783853106.572835	2361	27	RCCA	max_steps	0	0	-3.1933	600
1581	1783853117.050141	3436	3	RCCA	success	0	1	-1.1989	307
1582	1783853119.017669	3149	10	RCCA	success	1	1	4.7840	123
1583	1783853159.519268	2897	7	RVA	max_steps	0	0	-5.4565	600
1584	1783853169.737456	2066	28	RCCA	success	0	1	3.4383	161
1585	1783853202.668471	2939	12	RCCA	max_steps	1	0	-1.9116	600
1586	1783853202.836374	3436	4	RCCA	success	1	1	5.1859	154
1587	1783853202.836374	3233	9	bridge	max_steps	0	0	-3.7581	600
1588	1783853228.971668	2361	28	RCCA	success	1	1	4.7166	240
1589	1783853231.182244	2939	13	RCCA	success	1	1	4.7838	66
1590	1783853235.037455	3233	10	RCCA	success	1	1	4.7775	67
1591	1783853245.845505	3107	8	RCCA	max_steps	1	0	-1.0528	600
1592	1783853266.968361	2361	29	RCCA	success	1	1	4.7408	68
1593	1783853274.546827	2855	10	RCCA	max_steps	0	0	-2.8656	600
1594	1783853298.070276	2277	24	RCCA	max_steps	1	0	-1.5793	600
1595	1783853308.320728	2981	12	RCCA	max_steps	1	0	-1.3719	600
1596	1783853328.791624	2361	30	RCCA	success	1	1	4.6938	126
1597	1783853344.626632	3394	3	RCCA	max_steps	1	0	-1.3097	600
1598	1783853363.728597	2277	25	RCCA	success	1	1	4.3189	145
1599	1783853378.987991	3478	5	RCCA	max_steps	1	0	-2.1296	600
1600	1783853386.387753	2939	14	RCCA	success	0	1	2.1176	298
1601	1783853434.742621	3478	6	RCCA	success	1	1	4.6754	125
1602	1783853437.312206	3394	4	RCCA	success	1	1	5.1808	175
1603	1783853476.592326	3233	11	RCCA	success	1	1	1.3709	432
1604	1783853476.999686	3149	11	RCCA	max_steps	1	0	-1.4941	600
1605	1783853480.695497	1793	48	RCCA	max_steps	1	0	-1.2691	600
1606	1783853501.775728	3191	7	RCCA	max_steps	1	0	-1.3473	600
1607	1783853504.536673	3149	12	RCCA	success	1	1	4.7731	58
1608	1783853516.476465	3436	5	other	max_steps	0	0	-11.6133	600
1609	1783853542.762416	2534	22	RVA	max_steps	0	0	-14.4062	600
1610	1783853546.791639	3149	13	RCCA	success	1	1	4.8748	77
1611	1783853547.116333	3233	12	RCCA	success	0	1	2.7792	145
1612	1783853554.151297	2066	29	other	max_steps	0	0	-37.7585	600
1613	1783853564.873318	2897	8	RCCA	max_steps	1	0	-0.8354	600
1614	1783853568.650266	3107	9	RCCA	max_steps	1	0	-5.2625	600
1615	1783853622.730369	3191	8	RCCA	success	1	1	4.9801	219
1616	1783853634.369051	2897	9	RCCA	success	1	1	5.2309	121
1617	1783853641.378574	2277	26	RVA	max_steps	0	0	-5.9296	600
1618	1783853653.066703	2361	31	RVA	max_steps	0	0	-6.5267	600
1619	1783853679.792091	3107	10	RCCA	success	1	1	4.0380	211
1620	1783853693.302226	2981	13	RCCA	max_steps	1	0	-0.8593	600
1621	1783853701.634123	2855	11	RCCA	max_steps	1	0	-1.0375	600
1622	1783853705.997413	3478	7	RCCA	max_steps	1	0	-3.9672	600
1623	1783853722.529657	3191	9	RCCA	success	0	1	3.5961	179
1624	1783853740.372852	2939	15	RCCA	max_steps	0	0	-3.2877	600
1625	1783853923.224422	2981	14	RVA	max_steps	0	0	-3.2834	600
1626	1783853923.224422	2277	27	RCCA	max_steps	1	0	-4.2529	600
1627	1783853923.224422	2855	12	RVA	max_steps	0	0	-8.2749	600
1628	1783853923.224422	3149	14	RCCA	max_steps	1	0	-1.8503	600
1629	1783853923.224422	3191	10	RCCA	success	0	1	3.5604	73
1630	1783853923.224422	3107	11	RCCA	success	1	1	4.5697	170
1631	1783853923.224422	3233	13	RCCA	max_steps	1	0	-0.9422	600
1632	1783853923.224422	2534	23	bridge	max_steps	0	0	-3.0132	600
1633	1783853923.224422	3394	5	bridge	max_steps	0	0	-2.2270	600
1634	1783853923.224422	2066	30	RCCA	max_steps	1	0	-1.0277	600
1635	1783853923.224422	2361	32	RCCA	max_steps	1	0	-10.5001	600
1636	1783853923.224422	2897	10	RCCA	max_steps	1	0	-1.4103	600
1637	1783853923.224422	1793	49	RCCA	max_steps	1	0	-2.2017	600
1638	1783853923.224422	3478	8	RCCA	success	1	1	4.9678	189
1639	1783853923.224422	3436	6	RCCA	max_steps	0	0	-2.6532	600
1640	1783854078.296882	3394	6	RCCA	success	1	1	4.6747	40
1641	1783854127.405714	3107	12	RCCA	success	1	1	4.9114	134
1642	1783854162.875099	2855	13	RCCA	success	1	1	4.3376	246
1643	1783854177.903838	3233	14	RCCA	success	1	1	4.8533	239
1644	1783854204.983846	2277	28	RCCA	success	1	1	4.6186	258
1645	1783854218.339689	3107	13	RCCA	success	1	1	4.5507	185
1646	1783854262.607579	2855	14	RCCA	success	1	1	5.1232	193
1647	1783854293.634305	2361	33	bridge	max_steps	0	0	-6.0661	600
1648	1783854300.165846	2855	15	RCCA	success	1	1	4.4219	96
1649	1783854338.047645	3478	9	RVA	max_steps	0	0	-6.0579	600
1650	1783854345.777382	3191	11	RCCA	max_steps	1	0	-3.3059	600
1651	1783854364.278249	3584	1	other	max_steps	0	0	-3.3591	600
1652	1783854366.803611	2066	31	bridge	max_steps	0	0	-3.0538	600
1653	1783854375.357059	3394	7	RVA	max_steps	0	0	-3.0200	600
1654	1783854379.193137	2981	15	RCCA	max_steps	1	0	-1.2191	600
1655	1783854381.848617	1793	50	RCCA	max_steps	1	0	-6.0687	600
1656	1783854415.955384	2897	11	RCCA	max_steps	1	0	-5.8775	600
1657	1783854421.697845	2534	24	RVA	max_steps	0	0	-5.3381	600
1658	1783854440.669741	1793	51	RCCA	success	1	1	4.4596	54
1659	1783854469.530110	2361	34	RCCA	success	1	1	5.0763	318
1660	1783854473.867654	3436	7	RCCA	max_steps	1	0	-1.7499	600
1661	1783854481.695547	3233	15	RCCA	max_steps	1	0	-1.5539	600
1662	1783854509.556307	3584	2	RCCA	success	1	1	4.0292	345
1663	1783854510.516747	2277	29	RVA	max_steps	0	0	-5.9513	600
1664	1783854546.041212	3107	14	RCCA	max_steps	1	0	-1.3488	600
1665	1783854565.001044	1793	52	RCCA	success	1	1	4.8860	254
1666	1783854565.364357	2855	16	RVA	max_steps	0	0	-5.3501	600
1667	1783854618.423977	3436	8	RCCA	success	1	1	4.6328	276
1668	1783854624.422409	2066	32	RCCA	max_steps	1	0	-2.4591	600
1669	1783854644.877438	2981	16	RCCA	max_steps	1	0	-3.2343	600
1670	1783854647.104445	3191	12	RCCA	max_steps	1	0	-2.0689	600
1671	1783854651.598003	2066	33	RCCA	success	1	1	4.6553	67
1672	1783854658.112221	3149	15	RCCA	max_steps	1	0	-0.8043	600
1673	1783854660.332055	3436	9	RCCA	success	1	1	4.6120	83
1674	1783854706.633577	2897	12	RCCA	max_steps	0	0	-10.7944	600
1675	1783854706.633577	3191	13	RCCA	success	0	1	3.5357	107
1676	1783854755.968829	2361	35	RCCA	max_steps	1	0	-3.4828	600
1677	1783854756.759714	2534	25	RCCA	max_steps	0	0	-13.1674	600
1678	1783854771.834174	3149	16	RCCA	success	1	1	4.7483	228
1679	1783854795.492345	3584	3	other	max_steps	0	0	-6.2621	600
1680	1783854814.894461	3233	16	RVA	max_steps	0	0	-13.5930	600
1681	1783854841.949815	2277	30	RVA	max_steps	0	0	-7.9975	600
1682	1783854851.390118	3233	17	RCCA	success	1	1	4.9487	76
1683	1783854854.040384	3107	15	RCCA	max_steps	1	0	-1.7174	600
1684	1783854866.943256	2855	17	RVA	max_steps	0	0	-11.7403	600
1685	1783854907.550630	3149	17	RCCA	success	1	1	4.2089	281
1686	1783854914.419472	2066	34	RCCA	max_steps	1	0	-3.0113	600
1687	1783854927.756438	1793	53	RVA	max_steps	0	0	-14.1530	600
1688	1783854932.677471	2981	17	bridge	max_steps	0	0	-3.3836	600
1689	1783854946.241589	3478	10	RCCA	max_steps	1	0	-6.9898	600
1690	1783854974.484305	2981	18	RCCA	success	1	1	4.8956	85
1691	1783854975.317397	2897	13	RCCA	success	1	1	5.9023	388
1692	1783854991.193236	3394	8	RCCA	max_steps	1	0	-0.8827	600
1693	1783854992.543272	3436	10	bridge	max_steps	0	0	-8.9527	600
1694	1783855014.289501	3191	14	RCCA	max_steps	1	0	-1.5043	600
1695	1783855040.128415	2981	19	RCCA	success	0	1	3.6976	123
1696	1783855088.566785	2361	36	RVA	max_steps	0	0	-7.9194	600
1697	1783855091.626886	3584	4	RVA	max_steps	0	0	-8.1525	600
1698	1783855095.773710	2534	26	RVA	max_steps	0	0	-14.3418	600
1699	1783855151.720278	3107	16	RVA	max_steps	0	0	-4.0446	600
1700	1783855162.281345	2855	18	RCCA	max_steps	1	0	-2.2793	600
1701	1783855213.600915	3149	18	RCCA	max_steps	1	0	-2.6170	600
1702	1783855218.361400	3107	17	RCCA	success	0	1	3.5821	132
1703	1783855251.260423	3191	15	RCCA	success	1	1	3.3983	472
1704	1783855253.282223	2277	31	RVA	max_steps	0	0	-13.6708	600
1705	1783855262.451454	2897	14	other	max_steps	0	0	-9.8074	600
1706	1783855279.468057	2066	35	RVA	max_steps	0	0	-17.5864	600
1707	1783855285.644418	3478	11	RCCA	max_steps	1	0	-1.4811	600
1708	1783855286.705090	3584	5	RCCA	success	1	1	5.6886	300
1709	1783855298.051115	3394	9	RCCA	max_steps	1	0	-2.8836	600
1710	1783855321.286294	3233	18	RCCA	max_steps	1	0	-1.0932	600
1711	1783855321.589833	3478	12	RCCA	success	1	1	4.6513	72
1712	1783855339.866854	2981	20	RCCA	max_steps	1	0	-1.9224	600
1713	1783855352.614216	3436	11	RVA	max_steps	0	0	-12.0113	600
1714	1783855376.393485	3394	10	RCCA	success	0	1	3.1818	152
1715	1783855396.246913	2361	37	bridge	max_steps	0	0	-2.9204	600
1716	1783855399.042992	1793	54	RCCA	success	1	1	5.9195	559
1717	1783855424.164282	2855	19	RCCA	max_steps	1	0	-3.7963	600
1718	1783855471.708728	3233	19	RCCA	success	1	1	4.0332	326
1719	1783855474.443028	1793	55	RCCA	success	1	1	5.2556	141
1720	1783855512.500500	3233	20	RCCA	success	1	1	4.8111	84
1721	1783855516.214994	2534	27	RCCA	max_steps	1	0	-2.6160	600
1722	1783855519.596834	3107	18	RCCA	max_steps	1	0	-2.0235	600
1723	1783855526.430870	3149	19	RCCA	max_steps	1	0	-2.1317	600
1724	1783855704.396152	2066	7	bridge	max_steps	0	0	-5.7789	600
1725	1783855704.396152	1793	6	bridge	max_steps	0	0	-6.1728	600
1726	1783855704.396152	2361	6	bridge	max_steps	0	0	-5.4613	600
1727	1783855704.396152	2277	6	RCCA	max_steps	1	0	-1.2079	600
1728	1783855909.516576	2361	7	bridge	max_steps	0	0	-6.6216	600
1729	1783855914.070882	1793	7	bridge	max_steps	0	0	-6.7561	600
1730	1783855923.577790	2277	7	bridge	max_steps	0	0	-6.5889	600
1731	1783855937.827945	2066	8	bridge	max_steps	0	0	-6.4514	600
1732	1783855949.584313	3584	1	bridge	max_steps	0	0	-6.7892	600
1733	1783855960.066310	3478	1	bridge	max_steps	0	0	-6.4982	600
1734	1783855962.312192	3394	1	bridge	max_steps	0	0	-6.8059	600
1735	1783855965.673110	2855	1	bridge	max_steps	0	0	-6.7197	600
1736	1783856003.343891	3107	1	RCCA	max_steps	0	0	-5.2943	600
1737	1783856006.233416	2534	1	bridge	max_steps	0	0	-5.4350	600
1738	1783856006.703223	3233	1	bridge	max_steps	0	0	-5.4157	600
1739	1783856008.738523	2981	1	bridge	max_steps	0	0	-5.3994	600
1740	1783856010.819424	3149	1	bridge	max_steps	0	0	-5.4155	600
1741	1783856012.825178	2897	1	bridge	max_steps	0	0	-4.7530	600
1742	1783856035.706987	3436	1	bridge	max_steps	0	0	-4.8789	600
1743	1783856048.431108	3191	1	bridge	max_steps	0	0	-4.8306	600
1744	1783856103.407650	1793	8	bridge	max_steps	0	0	-6.4099	600
1745	1783856124.927691	2361	8	bridge	max_steps	0	0	-5.6471	600
1746	1783856127.270693	2066	9	bridge	max_steps	0	0	-6.6091	600
1747	1783856136.386663	3478	2	bridge	max_steps	0	0	-6.8532	600
1748	1783856159.229203	3584	2	bridge	max_steps	0	0	-5.5158	600
1749	1783856170.244829	2277	8	RCCA	max_steps	0	0	-5.0336	600
1750	1783856181.954566	3233	2	bridge	max_steps	0	0	-6.8490	600
1751	1783856186.240107	2981	2	bridge	max_steps	0	0	-6.7963	600
1752	1783856189.188044	3394	2	bridge	max_steps	0	0	-5.1637	600
1753	1783856204.268971	2855	2	bridge	max_steps	0	0	-5.0977	600
1754	1783856209.274828	3107	2	bridge	max_steps	0	0	-5.5812	600
1755	1783856212.019490	2534	2	bridge	max_steps	0	0	-5.5997	600
1756	1783856224.757399	3191	2	bridge	max_steps	0	0	-6.8389	600
1757	1783856228.775084	3149	2	bridge	max_steps	0	0	-5.5191	600
1758	1783856234.411213	2897	2	bridge	max_steps	0	0	-5.2612	600
1759	1783856242.972658	3436	2	bridge	max_steps	0	0	-5.9382	600
1760	1783856285.565819	1793	9	bridge	max_steps	0	0	-6.7734	600
1761	1783856303.436760	2361	9	bridge	max_steps	0	0	-6.6456	600
1762	1783856323.653554	3478	3	bridge	max_steps	0	0	-6.2370	600
1763	1783856365.427981	2066	10	RCCA	max_steps	0	0	-4.7630	600
1764	1783856368.255439	2981	3	bridge	max_steps	0	0	-6.9561	600
1765	1783856377.759072	3394	3	bridge	max_steps	0	0	-6.2311	600
1766	1783856381.119271	3233	3	bridge	max_steps	0	0	-6.1603	600
1767	1783856381.448432	2277	9	bridge	max_steps	0	0	-6.0277	600
1768	1783856393.611144	3584	3	RCCA	max_steps	0	0	-4.8241	600
1769	1783856394.477477	2855	3	bridge	max_steps	0	0	-6.2117	600
1770	1783856396.526304	2534	3	bridge	max_steps	0	0	-6.9303	600
1771	1783856409.782583	3191	3	bridge	max_steps	0	0	-6.2189	600
1772	1783856411.388041	3107	3	bridge	max_steps	0	0	-5.9883	600
1773	1783856419.269312	2897	3	bridge	max_steps	0	0	-6.1908	600
1774	1783856427.270433	3149	3	bridge	max_steps	0	0	-6.1651	600
1775	1783856460.538693	3436	3	bridge	max_steps	0	0	-5.2895	600
1776	1783856494.868350	2361	10	bridge	max_steps	0	0	-6.2867	600
1777	1783856514.681960	3478	4	bridge	max_steps	0	0	-6.0359	600
1778	1783856552.450195	2981	4	bridge	max_steps	0	0	-6.5813	600
1779	1783856561.752931	2066	11	bridge	max_steps	0	0	-6.8967	600
1780	1783856562.113533	3233	4	bridge	max_steps	0	0	-6.5624	600
1781	1783856572.068282	3394	4	bridge	max_steps	0	0	-5.8905	600
1782	1783856580.435668	2534	4	bridge	max_steps	0	0	-6.2861	600
1783	1783856581.578450	1793	10	RCCA	max_steps	1	0	-1.4734	600
1784	1783856582.642311	3584	4	bridge	max_steps	0	0	-6.1750	600
