a,b,seeds,mean_a,mean_b,mean_diff,seeds_a_better,seeds_b_better,sign_p,wilcoxon_p,a_better,b_better
car_best,proc_on_carotid,47,0.973,0.426,0.548,27,0,0.0,0.0,"[2, 3, 8, 10, 21, 23, 37, 39, 43, 47, 48, 55, 69, 70, 73, 81, 91, 93, 115, 134, 139, 140, 148, 154, 161, 162, 167]",[]
