a,b,seeds,mean_a,mean_b,mean_diff,seeds_a_better,seeds_b_better,sign_p,wilcoxon_p,a_better,b_better
car_best_on_proc,proc_on_proc,98,0.582,0.5,0.082,8,0,0.0078,0.0078,"[900023, 900031, 900039, 900043, 900045, 900064, 900069, 900086]",[]
