seed,name,n,p,p_rec,dom,mesh
23,car_peak,2,0.0,0.0,5:shove-fight,casew013righttopcowmr013L
31,abl_best,4,0.0,0.0,6:near-buckle-fight,casem030righttopcowmr016
31,abl_copeak,1,1.0,1.0,3:light-recovery-success,casem030righttopcowmr016
31,abl_last,2,1.0,0.0,1:clean-fast-success,casem030righttopcowmr016
31,car_1545,1,1.0,0.0,1:clean-fast-success,casem030righttopcowmr016
31,car_best,4,1.0,0.0,2:cathled-sprint-success,casem030righttopcowmr016
31,car_div,1,1.0,0.0,7:midpath-thrash,casem030righttopcowmr016
31,car_early,1,1.0,0.0,7:midpath-thrash,casem030righttopcowmr016
31,car_peak,2,1.0,0.5,4:deep-recovery-success,casem030righttopcowmr016
34,abl_best,4,1.0,0.0,1:clean-fast-success,casem030righttopcowmr016
34,abl_copeak,1,1.0,0.0,1:clean-fast-success,casem030righttopcowmr016
34,abl_last,2,1.0,1.0,3:light-recovery-success,casem030righttopcowmr016
34,car_1545,1,1.0,0.0,1:clean-fast-success,casem030righttopcowmr016
34,car_best,4,1.0,0.25,0:clean-success,casem030righttopcowmr016
34,car_div,1,0.0,0.0,7:midpath-thrash,casem030righttopcowmr016
34,car_early,1,0.0,0.0,10:proximal-thrash,casem030righttopcowmr016
34,car_peak,2,1.0,0.5,0:clean-success,casem030righttopcowmr016
37,abl_best,4,1.0,0.5,3:light-recovery-success,casem030righttopcowmr016
37,abl_copeak,1,1.0,1.0,3:light-recovery-success,casem030righttopcowmr016
37,abl_last,2,1.0,1.0,3:light-recovery-success,casem030righttopcowmr016
37,car_1545,1,1.0,0.0,1:clean-fast-success,casem030righttopcowmr016
37,car_best,4,1.0,0.25,0:clean-success,casem030righttopcowmr016
37,car_div,1,1.0,0.0,7:midpath-thrash,casem030righttopcowmr016
37,car_early,1,0.0,0.0,6:near-buckle-fight,casem030righttopcowmr016
37,car_peak,2,1.0,1.0,3:light-recovery-success,casem030righttopcowmr016
39,abl_best,4,1.0,1.0,4:deep-recovery-success,casew007lefttopcowmr016L
39,abl_copeak,1,1.0,0.0,0:clean-success,casew007lefttopcowmr016L
39,abl_last,2,1.0,0.0,0:clean-success,casew007lefttopcowmr016L
39,car_1545,1,1.0,0.0,1:clean-fast-success,casew007lefttopcowmr016L
39,car_best,4,1.0,0.5,4:deep-recovery-success,casew007lefttopcowmr016L
39,car_div,1,0.0,0.0,3:light-recovery-success,casew007lefttopcowmr016L
39,car_early,1,1.0,0.0,0:clean-success,casew007lefttopcowmr016L
39,car_peak,2,1.0,0.0,0:clean-success,casew007lefttopcowmr016L
43,abl_best,4,1.0,0.0,1:clean-fast-success,casew017righttopcowmr011
43,abl_copeak,1,1.0,0.0,1:clean-fast-success,casew017righttopcowmr011
43,abl_last,2,1.0,0.0,1:clean-fast-success,casew017righttopcowmr011
43,car_1545,1,1.0,0.0,1:clean-fast-success,casew017righttopcowmr011
43,car_best,4,1.0,0.0,0:clean-success,casew017righttopcowmr011
43,car_div,1,0.0,0.0,7:midpath-thrash,casew017righttopcowmr011
43,car_early,1,1.0,0.0,0:clean-success,casew017righttopcowmr011
43,car_peak,2,1.0,0.0,1:clean-fast-success,casew017righttopcowmr011
44,abl_best,4,1.0,0.0,1:clean-fast-success,casew013righttopcowmr013L
44,abl_copeak,1,1.0,1.0,3:light-recovery-success,casew013righttopcowmr013L
44,abl_last,2,1.0,0.0,1:clean-fast-success,casew013righttopcowmr013L
44,car_1545,1,1.0,1.0,3:light-recovery-success,casew013righttopcowmr013L
44,car_best,4,1.0,0.5,2:cathled-sprint-success,casew013righttopcowmr013L
44,car_div,1,1.0,0.0,7:midpath-thrash,casew013righttopcowmr013L
44,car_early,1,1.0,1.0,3:light-recovery-success,casew013righttopcowmr013L
44,car_peak,2,1.0,0.0,1:clean-fast-success,casew013righttopcowmr013L
47,abl_best,4,1.0,0.0,1:clean-fast-success,casew025righttopcowmr016L
47,abl_copeak,1,1.0,0.0,1:clean-fast-success,casew025righttopcowmr016L
47,abl_last,2,0.0,0.0,6:near-buckle-fight,casew025righttopcowmr016L
47,car_1545,1,1.0,1.0,3:light-recovery-success,casew025righttopcowmr016L
47,car_best,4,1.0,0.25,0:clean-success,casew025righttopcowmr016L
47,car_div,1,0.0,0.0,3:light-recovery-success,casew025righttopcowmr016L
47,car_early,1,0.0,0.0,8:mega-coil,casew025righttopcowmr016L
47,car_peak,2,1.0,0.0,1:clean-fast-success,casew025righttopcowmr016L
48,abl_best,4,1.0,0.0,1:clean-fast-success,casew025righttopcowmr021L
48,abl_copeak,1,0.0,0.0,8:mega-coil,casew025righttopcowmr021L
48,abl_last,2,1.0,0.0,1:clean-fast-success,casew025righttopcowmr021L
48,car_1545,1,1.0,1.0,3:light-recovery-success,casew025righttopcowmr021L
48,car_best,4,1.0,0.25,0:clean-success,casew025righttopcowmr021L
48,car_div,1,0.0,0.0,10:proximal-thrash,casew025righttopcowmr021L
48,car_early,1,1.0,0.0,1:clean-fast-success,casew025righttopcowmr021L
48,car_peak,2,1.0,0.5,3:light-recovery-success,casew025righttopcowmr021L
50,abl_best,4,1.0,0.0,2:cathled-sprint-success,casew007lefttopcowmr021L
50,abl_copeak,1,1.0,0.0,1:clean-fast-success,casew007lefttopcowmr021L
50,abl_last,2,1.0,0.0,1:clean-fast-success,casew007lefttopcowmr021L
50,car_1545,1,1.0,0.0,1:clean-fast-success,casew007lefttopcowmr021L
50,car_best,4,1.0,0.0,2:cathled-sprint-success,casew007lefttopcowmr021L
50,car_div,1,1.0,0.0,2:cathled-sprint-success,casew007lefttopcowmr021L
50,car_early,1,1.0,0.0,7:midpath-thrash,casew007lefttopcowmr021L
50,car_peak,2,1.0,0.0,2:cathled-sprint-success,casew007lefttopcowmr021L
55,abl_best,4,0.75,0.5,3:light-recovery-success,casem030righttopcowmr003L
55,abl_copeak,1,1.0,1.0,4:deep-recovery-success,casem030righttopcowmr003L
55,abl_last,2,0.0,0.0,7:midpath-thrash,casem030righttopcowmr003L
55,car_1545,1,0.0,0.0,6:near-buckle-fight,casem030righttopcowmr003L
55,car_best,4,0.25,0.25,6:near-buckle-fight,casem030righttopcowmr003L
55,car_div,1,0.0,0.0,7:midpath-thrash,casem030righttopcowmr003L
55,car_early,1,0.0,0.0,3:light-recovery-success,casem030righttopcowmr003L
55,car_peak,2,0.5,0.5,4:deep-recovery-success,casem030righttopcowmr003L
63,abl_best,4,1.0,0.0,2:cathled-sprint-success,casem030righttopcowmr003L
63,abl_copeak,1,1.0,0.0,1:clean-fast-success,casem030righttopcowmr003L
63,abl_last,2,1.0,0.0,1:clean-fast-success,casem030righttopcowmr003L
63,car_1545,1,1.0,0.0,1:clean-fast-success,casem030righttopcowmr003L
63,car_best,4,1.0,0.0,2:cathled-sprint-success,casem030righttopcowmr003L
63,car_div,1,1.0,1.0,3:light-recovery-success,casem030righttopcowmr003L
63,car_early,1,1.0,0.0,7:midpath-thrash,casem030righttopcowmr003L
63,car_peak,2,1.0,0.0,1:clean-fast-success,casem030righttopcowmr003L
69,abl_best,4,1.0,0.0,1:clean-fast-success,casew013righttopcowmr021L
69,abl_copeak,1,1.0,0.0,1:clean-fast-success,casew013righttopcowmr021L
69,abl_last,2,1.0,1.0,4:deep-recovery-success,casew013righttopcowmr021L
69,car_1545,1,1.0,1.0,3:light-recovery-success,casew013righttopcowmr021L
69,car_best,4,1.0,0.0,0:clean-success,casew013righttopcowmr021L
69,car_div,1,0.0,0.0,7:midpath-thrash,casew013righttopcowmr021L
69,car_early,1,1.0,0.0,0:clean-success,casew013righttopcowmr021L
69,car_peak,2,1.0,1.0,3:light-recovery-success,casew013righttopcowmr021L
70,abl_best,4,1.0,0.0,1:clean-fast-success,casew007lefttopcowmr017
70,abl_copeak,1,1.0,0.0,1:clean-fast-success,casew007lefttopcowmr017
70,abl_last,2,1.0,0.0,1:clean-fast-success,casew007lefttopcowmr017
70,car_1545,1,1.0,0.0,0:clean-success,casew007lefttopcowmr017
70,car_best,4,1.0,0.0,0:clean-success,casew007lefttopcowmr017
70,car_div,1,0.0,0.0,10:proximal-thrash,casew007lefttopcowmr017
70,car_early,1,1.0,0.0,0:clean-success,casew007lefttopcowmr017
70,car_peak,2,1.0,0.0,1:clean-fast-success,casew007lefttopcowmr017
73,abl_best,4,1.0,0.0,1:clean-fast-success,casew013righttopcowmr013L
73,abl_copeak,1,1.0,1.0,3:light-recovery-success,casew013righttopcowmr013L
73,abl_last,2,1.0,0.5,3:light-recovery-success,casew013righttopcowmr013L
73,car_1545,1,1.0,0.0,1:clean-fast-success,casew013righttopcowmr013L
73,car_best,4,1.0,0.5,3:light-recovery-success,casew013righttopcowmr013L
73,car_div,1,1.0,0.0,7:midpath-thrash,casew013righttopcowmr013L
73,car_early,1,1.0,0.0,0:clean-success,casew013righttopcowmr013L
73,car_peak,2,1.0,0.0,1:clean-fast-success,casew013righttopcowmr013L
80,abl_best,4,1.0,0.0,0:clean-success,casew007lefttopcowmr017
80,abl_copeak,1,1.0,0.0,1:clean-fast-success,casew007lefttopcowmr017
80,abl_last,2,1.0,0.5,1:clean-fast-success,casew007lefttopcowmr017
80,car_1545,1,1.0,1.0,4:deep-recovery-success,casew007lefttopcowmr017
80,car_best,4,1.0,0.0,2:cathled-sprint-success,casew007lefttopcowmr017
80,car_div,1,1.0,1.0,3:light-recovery-success,casew007lefttopcowmr017
80,car_early,1,1.0,0.0,7:midpath-thrash,casew007lefttopcowmr017
80,car_peak,2,1.0,0.0,0:clean-success,casew007lefttopcowmr017
81,abl_best,4,1.0,0.0,1:clean-fast-success,casew033lefttopcowmr011L
81,abl_copeak,1,1.0,0.0,1:clean-fast-success,casew033lefttopcowmr011L
81,abl_last,2,1.0,0.0,1:clean-fast-success,casew033lefttopcowmr011L
81,car_1545,1,1.0,0.0,1:clean-fast-success,casew033lefttopcowmr011L
81,car_best,4,1.0,0.0,0:clean-success,casew033lefttopcowmr011L
81,car_div,1,0.0,0.0,10:proximal-thrash,casew033lefttopcowmr011L
81,car_early,1,1.0,0.0,2:cathled-sprint-success,casew033lefttopcowmr011L
81,car_peak,2,1.0,0.0,1:clean-fast-success,casew033lefttopcowmr011L
89,abl_best,4,1.0,0.0,2:cathled-sprint-success,casew013righttopcowmr011
89,abl_copeak,1,1.0,0.0,1:clean-fast-success,casew013righttopcowmr011
89,abl_last,2,1.0,0.0,1:clean-fast-success,casew013righttopcowmr011
89,car_1545,1,1.0,0.0,1:clean-fast-success,casew013righttopcowmr011
89,car_best,4,1.0,0.0,2:cathled-sprint-success,casew013righttopcowmr011
89,car_div,1,1.0,0.0,2:cathled-sprint-success,casew013righttopcowmr011
89,car_early,1,1.0,0.0,7:midpath-thrash,casew013righttopcowmr011
89,car_peak,2,1.0,0.0,2:cathled-sprint-success,casew013righttopcowmr011
91,abl_best,4,1.0,0.0,1:clean-fast-success,casem030righttopcowmr003L
91,abl_copeak,1,1.0,0.0,1:clean-fast-success,casem030righttopcowmr003L
91,abl_last,2,1.0,0.0,0:clean-success,casem030righttopcowmr003L
91,car_1545,1,1.0,0.0,1:clean-fast-success,casem030righttopcowmr003L
91,car_best,4,1.0,0.0,0:clean-success,casem030righttopcowmr003L
91,car_div,1,0.0,0.0,7:midpath-thrash,casem030righttopcowmr003L
91,car_early,1,1.0,1.0,4:deep-recovery-success,casem030righttopcowmr003L
91,car_peak,2,1.0,0.0,0:clean-success,casem030righttopcowmr003L
93,abl_best,4,1.0,0.0,1:clean-fast-success,casew007lefttopcowmr017
93,abl_copeak,1,1.0,0.0,0:clean-success,casew007lefttopcowmr017
93,abl_last,2,0.0,0.0,7:midpath-thrash,casew007lefttopcowmr017
93,car_1545,1,0.0,0.0,6:near-buckle-fight,casew007lefttopcowmr017
93,car_best,4,1.0,0.0,0:clean-success,casew007lefttopcowmr017
93,car_div,1,0.0,0.0,10:proximal-thrash,casew007lefttopcowmr017
93,car_early,1,1.0,0.0,0:clean-success,casew007lefttopcowmr017
93,car_peak,2,1.0,0.0,0:clean-success,casew007lefttopcowmr017
97,abl_best,4,1.0,0.0,1:clean-fast-success,casew007lefttopcowmr013L
97,abl_copeak,1,1.0,0.0,1:clean-fast-success,casew007lefttopcowmr013L
97,abl_last,2,1.0,0.0,1:clean-fast-success,casew007lefttopcowmr013L
97,car_1545,1,1.0,0.0,1:clean-fast-success,casew007lefttopcowmr013L
97,car_best,4,1.0,0.0,1:clean-fast-success,casew007lefttopcowmr013L
97,car_div,1,1.0,0.0,7:midpath-thrash,casew007lefttopcowmr013L
97,car_early,1,1.0,0.0,2:cathled-sprint-success,casew007lefttopcowmr013L
97,car_peak,2,1.0,0.0,1:clean-fast-success,casew007lefttopcowmr013L
108,abl_best,4,1.0,0.0,1:clean-fast-success,casew007lefttopcowmr017
108,abl_copeak,1,1.0,0.0,1:clean-fast-success,casew007lefttopcowmr017
108,abl_last,2,1.0,0.0,1:clean-fast-success,casew007lefttopcowmr017
108,car_1545,1,1.0,0.0,1:clean-fast-success,casew007lefttopcowmr017
108,car_best,4,1.0,0.0,2:cathled-sprint-success,casew007lefttopcowmr017
108,car_div,1,0.0,0.0,7:midpath-thrash,casew007lefttopcowmr017
108,car_early,1,1.0,0.0,2:cathled-sprint-success,casew007lefttopcowmr017
108,car_peak,2,1.0,0.0,1:clean-fast-success,casew007lefttopcowmr017
110,abl_best,4,1.0,0.75,3:light-recovery-success,casew025righttopcowmr021L
110,abl_copeak,1,1.0,0.0,1:clean-fast-success,casew025righttopcowmr021L
110,abl_last,2,1.0,0.0,1:clean-fast-success,casew025righttopcowmr021L
110,car_1545,1,1.0,0.0,1:clean-fast-success,casew025righttopcowmr021L
110,car_best,4,1.0,0.0,2:cathled-sprint-success,casew025righttopcowmr021L
110,car_div,1,1.0,0.0,7:midpath-thrash,casew025righttopcowmr021L
110,car_early,1,1.0,0.0,7:midpath-thrash,casew025righttopcowmr021L
110,car_peak,2,1.0,0.0,1:clean-fast-success,casew025righttopcowmr021L
115,abl_best,4,1.0,0.25,1:clean-fast-success,casew013righttopcowmr021L
115,abl_copeak,1,1.0,1.0,3:light-recovery-success,casew013righttopcowmr021L
115,abl_last,2,1.0,0.0,1:clean-fast-success,casew013righttopcowmr021L
115,car_1545,1,1.0,0.0,1:clean-fast-success,casew013righttopcowmr021L
115,car_best,4,1.0,0.25,0:clean-success,casew013righttopcowmr021L
115,car_div,1,0.0,0.0,7:midpath-thrash,casew013righttopcowmr021L
115,car_early,1,1.0,0.0,0:clean-success,casew013righttopcowmr021L
115,car_peak,2,1.0,1.0,3:light-recovery-success,casew013righttopcowmr021L
118,abl_best,4,1.0,0.0,1:clean-fast-success,casem030righttopcowmr003L
118,abl_copeak,1,1.0,0.0,1:clean-fast-success,casem030righttopcowmr003L
118,abl_last,2,1.0,1.0,3:light-recovery-success,casem030righttopcowmr003L
118,car_1545,1,1.0,0.0,1:clean-fast-success,casem030righttopcowmr003L
118,car_best,4,1.0,0.0,0:clean-success,casem030righttopcowmr003L
118,car_div,1,1.0,0.0,7:midpath-thrash,casem030righttopcowmr003L
118,car_early,1,0.0,0.0,8:mega-coil,casem030righttopcowmr003L
118,car_peak,2,1.0,0.0,0:clean-success,casem030righttopcowmr003L
120,abl_best,4,1.0,0.0,1:clean-fast-success,casew007lefttopcowmr016L
120,abl_copeak,1,1.0,0.0,1:clean-fast-success,casew007lefttopcowmr016L
120,abl_last,2,1.0,0.0,1:clean-fast-success,casew007lefttopcowmr016L
120,car_1545,1,1.0,0.0,1:clean-fast-success,casew007lefttopcowmr016L
120,car_best,4,1.0,0.0,2:cathled-sprint-success,casew007lefttopcowmr016L
120,car_div,1,1.0,1.0,3:light-recovery-success,casew007lefttopcowmr016L
120,car_early,1,1.0,0.0,7:midpath-thrash,casew007lefttopcowmr016L
120,car_peak,2,1.0,0.0,2:cathled-sprint-success,casew007lefttopcowmr016L
122,abl_best,4,1.0,0.0,1:clean-fast-success,casew013righttopcowmr021L
122,abl_copeak,1,1.0,0.0,1:clean-fast-success,casew013righttopcowmr021L
122,abl_last,2,1.0,0.0,1:clean-fast-success,casew013righttopcowmr021L
122,car_1545,1,1.0,0.0,1:clean-fast-success,casew013righttopcowmr021L
122,car_best,4,1.0,0.0,2:cathled-sprint-success,casew013righttopcowmr021L
122,car_div,1,1.0,0.0,7:midpath-thrash,casew013righttopcowmr021L
122,car_early,1,1.0,1.0,3:light-recovery-success,casew013righttopcowmr021L
122,car_peak,2,1.0,0.0,1:clean-fast-success,casew013righttopcowmr021L
124,abl_best,4,1.0,0.25,0:clean-success,casem030righttopcowmr016
124,abl_copeak,1,1.0,1.0,3:light-recovery-success,casem030righttopcowmr016
124,abl_last,2,0.5,0.0,1:clean-fast-success,casem030righttopcowmr016
124,car_1545,1,1.0,0.0,2:cathled-sprint-success,casem030righttopcowmr016
124,car_best,4,1.0,0.25,0:clean-success,casem030righttopcowmr016
124,car_div,1,1.0,0.0,7:midpath-thrash,casem030righttopcowmr016
124,car_early,1,1.0,0.0,1:clean-fast-success,casem030righttopcowmr016
124,car_peak,2,1.0,1.0,3:light-recovery-success,casem030righttopcowmr016
134,abl_best,4,0.5,0.0,6:near-buckle-fight,casew007lefttopcowmr013L
134,abl_copeak,1,0.0,0.0,6:near-buckle-fight,casew007lefttopcowmr013L
134,abl_last,2,0.0,0.0,7:midpath-thrash,casew007lefttopcowmr013L
134,car_1545,1,0.0,0.0,6:near-buckle-fight,casew007lefttopcowmr013L
134,car_best,4,0.75,0.5,6:near-buckle-fight,casew007lefttopcowmr013L
134,car_div,1,0.0,0.0,10:proximal-thrash,casew007lefttopcowmr013L
134,car_early,1,0.0,0.0,8:mega-coil,casew007lefttopcowmr013L
134,car_peak,2,0.0,0.0,8:mega-coil,casew007lefttopcowmr013L
138,abl_best,4,1.0,0.0,1:clean-fast-success,casew033lefttopcowmr011L
138,abl_copeak,1,1.0,0.0,1:clean-fast-success,casew033lefttopcowmr011L
138,abl_last,2,1.0,0.0,1:clean-fast-success,casew033lefttopcowmr011L
138,car_1545,1,1.0,0.0,2:cathled-sprint-success,casew033lefttopcowmr011L
138,car_best,4,1.0,0.0,2:cathled-sprint-success,casew033lefttopcowmr011L
138,car_div,1,1.0,1.0,3:light-recovery-success,casew033lefttopcowmr011L
138,car_early,1,1.0,0.0,7:midpath-thrash,casew033lefttopcowmr011L
138,car_peak,2,1.0,0.0,1:clean-fast-success,casew033lefttopcowmr011L
139,abl_best,4,0.75,0.75,4:deep-recovery-success,casew013righttopcowmr021L
139,abl_copeak,1,1.0,1.0,3:light-recovery-success,casew013righttopcowmr021L
139,abl_last,2,0.5,0.5,4:deep-recovery-success,casew013righttopcowmr021L
139,car_1545,1,1.0,1.0,4:deep-recovery-success,casew013righttopcowmr021L
139,car_best,4,1.0,1.0,4:deep-recovery-success,casew013righttopcowmr021L
139,car_div,1,0.0,0.0,7:midpath-thrash,casew013righttopcowmr021L
139,car_early,1,1.0,0.0,0:clean-success,casew013righttopcowmr021L
139,car_peak,2,1.0,1.0,4:deep-recovery-success,casew013righttopcowmr021L
140,abl_best,4,1.0,0.0,1:clean-fast-success,casew025righttopcowmr021L
140,abl_copeak,1,0.0,0.0,8:mega-coil,casew025righttopcowmr021L
140,abl_last,2,1.0,0.0,1:clean-fast-success,casew025righttopcowmr021L
140,car_1545,1,1.0,0.0,1:clean-fast-success,casew025righttopcowmr021L
140,car_best,4,1.0,0.0,0:clean-success,casew025righttopcowmr021L
140,car_div,1,0.0,0.0,7:midpath-thrash,casew025righttopcowmr021L
140,car_early,1,1.0,0.0,0:clean-success,casew025righttopcowmr021L
140,car_peak,2,1.0,0.0,0:clean-success,casew025righttopcowmr021L
148,abl_best,4,1.0,0.5,0:clean-success,casew025righttopcowmr016L
148,abl_copeak,1,1.0,0.0,0:clean-success,casew025righttopcowmr016L
148,abl_last,2,1.0,0.0,6:near-buckle-fight,casew025righttopcowmr016L
148,car_1545,1,1.0,0.0,1:clean-fast-success,casew025righttopcowmr016L
148,car_best,4,1.0,0.5,0:clean-success,casew025righttopcowmr016L
148,car_div,1,0.0,0.0,7:midpath-thrash,casew025righttopcowmr016L
148,car_early,1,0.0,0.0,8:mega-coil,casew025righttopcowmr016L
148,car_peak,2,1.0,0.5,3:light-recovery-success,casew025righttopcowmr016L
154,abl_best,4,0.75,0.5,4:deep-recovery-success,casew007lefttopcowmr021L
154,abl_copeak,1,0.0,0.0,5:shove-fight,casew007lefttopcowmr021L
154,abl_last,2,0.0,0.0,7:midpath-thrash,casew007lefttopcowmr021L
154,car_1545,1,1.0,1.0,3:light-recovery-success,casew007lefttopcowmr021L
154,car_best,4,1.0,0.25,0:clean-success,casew007lefttopcowmr021L
154,car_div,1,0.0,0.0,7:midpath-thrash,casew007lefttopcowmr021L
154,car_early,1,0.0,0.0,8:mega-coil,casew007lefttopcowmr021L
154,car_peak,2,1.0,0.0,0:clean-success,casew007lefttopcowmr021L
155,abl_best,4,1.0,0.25,0:clean-success,casew007lefttopcowmr017
155,abl_copeak,1,1.0,0.0,1:clean-fast-success,casew007lefttopcowmr017
155,abl_last,2,1.0,0.0,1:clean-fast-success,casew007lefttopcowmr017
155,car_1545,1,1.0,0.0,1:clean-fast-success,casew007lefttopcowmr017
155,car_best,4,1.0,0.0,2:cathled-sprint-success,casew007lefttopcowmr017
155,car_div,1,1.0,0.0,7:midpath-thrash,casew007lefttopcowmr017
155,car_early,1,1.0,0.0,7:midpath-thrash,casew007lefttopcowmr017
155,car_peak,2,1.0,0.0,1:clean-fast-success,casew007lefttopcowmr017
161,abl_best,4,1.0,0.0,1:clean-fast-success,casem030righttopcowmr016
161,abl_copeak,1,1.0,0.0,1:clean-fast-success,casem030righttopcowmr016
161,abl_last,2,0.0,0.0,7:midpath-thrash,casem030righttopcowmr016
161,car_1545,1,1.0,0.0,0:clean-success,casem030righttopcowmr016
161,car_best,4,1.0,0.0,0:clean-success,casem030righttopcowmr016
161,car_div,1,0.0,0.0,7:midpath-thrash,casem030righttopcowmr016
161,car_early,1,0.0,0.0,8:mega-coil,casem030righttopcowmr016
161,car_peak,2,1.0,0.0,0:clean-success,casem030righttopcowmr016
162,abl_best,4,1.0,0.0,1:clean-fast-success,casem030righttopcowmr013L
