episodes explore;steps explore;quality;success;path_ratio;steps;average translation speed;trajectory length;reward;best quality;best explore steps; ;lr;hidden_layers;embedder_nodes;embedder_layers;env_version;HEATUP_STEPS;EXPLORE_STEPS_BTW_EVAL;CONSECUTIVE_EXPLORE_EPISODES;BATCH_SIZE;UPDATE_PER_EXPLORE_STEP;replay_mode;per;per_alpha;per_beta_start;grad_clip;algo;awac_lambda;demo_priority_bonus;priority_mode;balanced_fraction
 ; ; ; ; ; ; ; ; ; ; ; ;0.0003;[256, 256];500;0;5;20000.0;250000.0;100;256;1.0;step;True;0.6;0.4;1.0;sac;3.0;0.0;td;0.3
2000;800346;0.765;0.765;0.0;242.0;16.49;317.74;2.524;0.7653061224489796;800346
3000;1043599;0.878;0.878;0.0;162.5;19.899;289.148;4.557;0.8775510204081632;1043599
4200;1336215;0.388;0.388;0.0;570.898;4.101;262.159;-0.027;0.8775510204081632;1043599
5100;1545187;0.949;0.949;0.0;112.112;25.667;274.512;5.407;0.9489795918367347;1545187
7100;1791699;0.969;0.969;0.0;101.337;24.354;269.465;5.628;0.9693877551020408;1791699
7900;2080348;0.929;0.929;0.0;281.959;8.131;279.085;4.323;0.9693877551020408;1791699
8800;2289002;0.969;0.969;0.0;95.01;23.675;249.159;5.679;0.9693877551020408;1791699
